jprante-elasticsearch-jdbc-108309477	jprante/elasticsearch-jdbc	ab0bad1190238bf5d6505b77578275a34d856311	e65372d133938dc961c808aeb34af026c7f087ef	
mybatis-mybatis-3-98463490	mybatis/mybatis-3	256d7f068bb276333b47588e895266b66e3b8149	af6adb9ffd19d3135c2c3a3f041ac4a949e73bac	
mybatis-mybatis-3-98463491	mybatis/mybatis-3	256d7f068bb276333b47588e895266b66e3b8149	af6adb9ffd19d3135c2c3a3f041ac4a949e73bac	
byteweaver-django-coupons-89457803	byteweaver/django-coupons	4776a4e472e3a14cf475e95f0e146fc3f79b50eb	8368e76e93962d1e790da9249a829da2046088f5	
byteweaver-django-coupons-89457805	byteweaver/django-coupons	4776a4e472e3a14cf475e95f0e146fc3f79b50eb	8368e76e93962d1e790da9249a829da2046088f5	
byteweaver-django-coupons-89457806	byteweaver/django-coupons	4776a4e472e3a14cf475e95f0e146fc3f79b50eb	8368e76e93962d1e790da9249a829da2046088f5	
byteweaver-django-coupons-89457807	byteweaver/django-coupons	4776a4e472e3a14cf475e95f0e146fc3f79b50eb	8368e76e93962d1e790da9249a829da2046088f5	
square-okhttp-96724362	square/okhttp	a12609b4509e08347b9e3b1923882fcea6e6da0e	f3529652aa4e130840e48e2081cdeebbd6c6fb91	
square-okhttp-96724363	square/okhttp	a12609b4509e08347b9e3b1923882fcea6e6da0e	f3529652aa4e130840e48e2081cdeebbd6c6fb91	
square-okhttp-99350732	square/okhttp	0529c693d70e92eeef44bdc818a4b4185d8462e2	fd837e36226451c5dcd987aef71ab1f3723b6649	
galenframework-galen-248925015	galenframework/galen	7aa5cf33778903e7c6609dbd2a2a649367ba1f90	175b7fcfd76388bec80a5e78366e00b8827e6584	
tananaev-traccar-61131831	traccar/traccar	e74de5663035c9bfed515f7dcc1f7e50e5accdde	dee95fe0133e06d084c7921399eb82670b42df2f	
tananaev-traccar-67173870	traccar/traccar	b88c3f7c1cdd0461ed6ed8e9772d5cf944efade8	33b24543fac6c3d2181baab5248367c2296f2642	
tananaev-traccar-73120529	traccar/traccar	caabd4150ebbb46e4fdb671b7e83dc8463c4b9f3	7dbd1a5ac3940de89c84410859aa1bebeabda5d1	
tananaev-traccar-74003864	traccar/traccar	263fa7e52ae495b6cc05b045754940f2a342a706	95d441ba8fc3459ef8edc78142b68917cb66c670	
tananaev-traccar-81716539	traccar/traccar	79cba5842b624e341cee7721fe7ac4292f604e6f	e25504de36d1303cf5029267678240ac83fb72a9	
tananaev-traccar-83815810	traccar/traccar	e60ecc5f2bc8bb6c53e95c4db2e68cbca79c6e54	814794126d232b11a67c06691ed5d5da6c32dd75	
tananaev-traccar-85219838	traccar/traccar	173d054219f1e37e7089c23cac0f530915834ee4	766064092ca4f85eacfa741e1ff772ea5b981d1a	
tananaev-traccar-86760055	traccar/traccar	1f57b64574778a3f26e0f23c7878c8495e6c5f89	c585535761dba635dca000f900cc33d4cc5e4631	
tananaev-traccar-88918694	traccar/traccar	092b07eeefc2be317539ab407ce14b21fa6dac32	0d08a605dbe772799aa87c07b3feac6e9f7239b6	
tananaev-traccar-95233029	traccar/traccar	617df639c1835b1710115403efe180c8f1804f02	33b2a5c9ab70ffe7bbdd074ce430920d2a0d3941	
tananaev-traccar-162333127	traccar/traccar	b15c19d95e5494ad91a9370669665b0ef6930160	d8dd2091c36099e5f2e5eeb00734cad54f342cbb	
tananaev-traccar-163222724	traccar/traccar	64a9af3090914eede02a2cc6d33960b9324c5d49	2484aa3465994e7281cd98427cdc338f5cbdbce1	
tananaev-traccar-164537301	traccar/traccar	118c650bd2fd55e8e61349f9173ce12900dcf4ee	4a550477eb3411894f8e12e0b2bded8051b34d07	
tananaev-traccar-164820093	traccar/traccar	34b614e16714090a0b09de6defa91deab882beda	44d36f3adea94b98c88b6e491d22f4466678ad6d	
tananaev-traccar-168216256	traccar/traccar	5108e83e378fae8fe3f834fa00f3a6df63785579	7e2698ea6d1933030cd7e7a2fb33e3c984166f78	
tananaev-traccar-170953503	traccar/traccar	64e149b69750fdc6f150a18e39a3df1ba76ccc24	677a365f27633fc3a055593236ff66e054bcf9a4	
tananaev-traccar-185965292	traccar/traccar	79f3abf6a61220a500e936ffedd7c0d270e9cea4	94eb4c83a07bf212fe2981ee7ee8e2c323f7001c	
tananaev-traccar-187803624	traccar/traccar	679c2852e3c4987091e0b84b7e7d80a9f72964a0	352986138b5eb580af85f9d0650766303c72ea90	
tananaev-traccar-189446761	traccar/traccar	0f2a1c47fd62aeeae8e4513280e2950fdf596cf6	32d0c2e760fdc9f9b7b0b2c4160987c463d27f99	
tananaev-traccar-192220170	traccar/traccar	0885b4c200600ff320af9a77eacda5fc4d63c795	7b43de6883d317c57e4cb0f0be6caf0b23297189	
tananaev-traccar-203646639	traccar/traccar	42c831ae16b886a950641f95a5748e68fde93990	6ad0ee71f38feb1f4c57c0b22815038a0273e4c5	
tananaev-traccar-221926468	traccar/traccar	15f3258905e964ab3b23d9c11fde4a1946ef10b0	f1bfd2e7e8791c8658f2196bc0ebd3f8294ac38e	
tananaev-traccar-222703226	traccar/traccar	136a302846ad340f6babaa5f0f35018d867f73e8	a1d91f3b8a80758d5f3e7804afec66256ab27e68	
tananaev-traccar-245728860	traccar/traccar	78b19b4bef61619bf5b5179c641b8a0dafcd88ce	798e1b7bb58b82945a7a009ae8009f6d8bd00d96	
tananaev-traccar-253824439	traccar/traccar	8bb68423f9a1e3c30f900e89f2016bfcc26a324b	08cc944644cee5ce745a9faae0866b206c575407	
apache-commons-lang-159112598	apache/commons-lang	de125de49a652391f0c38e97001c7863da878f1f	4388ded2d1a9a4907e9f7d23a74e416b54a28c85	
apache-commons-lang-224267191	apache/commons-lang	314b6b56bec4af56dba667d66a25c1613f4bc800	8cafd87c83f4197f7e8d14de8cba453c844266c0	
apache-commons-lang-226894245	apache/commons-lang	b7cc7a1c7ba803e37218e53825c8aa1534071796	d61090ab64dcf411d7f1db0b6a9890af74238580	
apache-commons-lang-232282024	apache/commons-lang	585b1cb97b4b9e81b55d68e04b6c1e1195058a8f	5a87fa172eb1368fe413af34511d1eb3f2674a9f	
stagemonitor-stagemonitor-253536495	stagemonitor/stagemonitor	ccafb181524a661fcf7f8c684347b3c6af1d6e3f	49ffd60c16b2fe63d8fd081303cdb8cb58b2eaaa	
glennmatthews-cot-212206967	glennmatthews/cot	e683f42ca584259158eeebd96b28b1dbc78ac9ee	95b18ebab82f012fa56c0657009b2a92179beb41	
tornadoweb-tornado-73309390	tornadoweb/tornado	8f697b4903722308c710c4c5d2060238db50f968	8943ee06df4ad850a9e4fd2aec85c537e31040af	
tornadoweb-tornado-87216603	tornadoweb/tornado	64c0f06d681b4885ce0f78a04ed24b91a7f68b4e	0f2168723b28fbcf06df28375b9163ad4e499b4b	
tornadoweb-tornado-87216605	tornadoweb/tornado	64c0f06d681b4885ce0f78a04ed24b91a7f68b4e	0f2168723b28fbcf06df28375b9163ad4e499b4b	
tornadoweb-tornado-87216606	tornadoweb/tornado	64c0f06d681b4885ce0f78a04ed24b91a7f68b4e	0f2168723b28fbcf06df28375b9163ad4e499b4b	
tornadoweb-tornado-87216607	tornadoweb/tornado	64c0f06d681b4885ce0f78a04ed24b91a7f68b4e	0f2168723b28fbcf06df28375b9163ad4e499b4b	
tornadoweb-tornado-87216613	tornadoweb/tornado	64c0f06d681b4885ce0f78a04ed24b91a7f68b4e	0f2168723b28fbcf06df28375b9163ad4e499b4b	
tornadoweb-tornado-87216614	tornadoweb/tornado	64c0f06d681b4885ce0f78a04ed24b91a7f68b4e	0f2168723b28fbcf06df28375b9163ad4e499b4b	
